"id","partcoun","colcoun","con","deagen_1","deagen_2","deagen_3","deagen_4","deagen_5","deagen_6","deagen_7","deagen_8","deagen_9","deagen_10","deagen_11","deagen_12","decom_1","decom_2","decom_3","decom_4","decom_5","decom_6","decom_7","decom_8","decom_9","decom_10","decom_11","decom_12","dedom_1","dedom_2","dedom_3","dedom_4","dedom_5","dedom_6","dedom_7","dedom_8","dedom_9","dedom_10","dedom_11","dedom_12","deweak_1","deweak_2","deweak_3","deweak_4","deweak_5","deweak_6","deweak_7","deweak_8","deweak_9","deweak_10","deweak_11","deweak_12","preagen_1","preagen_2","preagen_3","preagen_4","preagen_5","preagen_6","preagen_7","preagen_8","preagen_9","preagen_10","preagen_11","preagen_12","precom_1","precom_2","precom_3","precom_4","precom_5","precom_6","precom_7","precom_8","precom_9","precom_10","precom_11","precom_12","predom_1","predom_2","predom_3","predom_4","predom_5","predom_6","predom_7","predom_8","predom_9","predom_10","predom_11","predom_12","preweak_1","preweak_2","preweak_3","preweak_4","preweak_5","preweak_6","preweak_7","preweak_8","preweak_9","preweak_10","preweak_11","preweak_12","selfconagen_1","selfconagen_2","selfconagen_3","selfconagen_4","selfconagen_5","selfconagen_6","selfconagen_7","selfconagen_8","selfconagen_9","selfconagen_10","selfconagen_11","selfconagen_12","selfconcom_1","selfconcom_2","selfconcom_3","selfconcom_4","selfconcom_5","selfconcom_6","selfconcom_7","selfconcom_8","selfconcom_9","selfconcom_10","selfconcom_11","selfconcom_12","selfcondom_1","selfcondom_2","selfcondom_3","selfcondom_4","selfcondom_5","selfcondom_6","selfcondom_7","selfcondom_8","selfcondom_9","selfcondom_10","selfcondom_11","selfcondom_12","selfconweak_1","selfconweak_2","selfconweak_3","selfconweak_4","selfconweak_5","selfconweak_6","selfconweak_7","selfconweak_8","selfconweak_9","selfconweak_10","selfconweak_11","selfconweak_12","preman_1","preman_2","preman_3","preman_4","maleprepro_text","reman_text","unman_text","age","maj","maj_text","famroles_1","famroles_2","subsosta","areagrow","re_1","re_2","child","cit","mi_1","mi_1_text","mi_2","gen","gen_text","ed","marstat","sexor","sexor_text","eth_whitecaueu","eth_eastapais","eth_southa","eth_blackafa","eth_censouthaf","eth_armideastnorthaf","eth_abnafirstna","eth_southahislat","eth_carsouthis","eth_cana","eth_noid","eth_none","eth_oth","eth_oth_text","femid","masid","genid","polor_1","polor_2","atcheck_1","atcheck_2","atcheck_3","deagen","decom","dedom","deweak","preagen","precom","predom","preweak","selfconagen","selfconcom","selfcondom","selfconweak","preman","eth_sum","eth_sumex","justwhitecaueuid","eth_justloc","eth_white","eth_nonwhite","eth_multi","eth_di","eth_tri","sexor_di","atcheckper_1","atcheckper_2","atcheckper_3","atcheckper_sum"
"550",4,9,1,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,1,1,1,1,1,7,1,7,1,1,1,7,4,4,4,6,4,4,6,5,5,4,6,6,3,5,4,4,2,2,4,5,2,5,4,2,2,2,2,4,2,2,2,1,4,2,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,5,2,4,5,2,4,2,5,5,2,5,4,3,2,2,2,5,2,2,2,2,3,3,3,4,3,4,4,3,4,5,3,2,7,1,2,2,4,1,3,1,6,2,3,2,5,5,7,4,"crossdress in public","drink excessivly","n/a",22,1," ",10,3,"5",3,0,8,"0",1,1," ",1,1," ",0,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",1,5,7,6,4,4,2,3,7,1,5.5,2.5,4.83333333333333,3.5,2.08333333333333,1.58333333333333,3.33333333333333,2.75,3.41666666666667,2.83333333333333,5.25,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"551",4,9,1,7,5,6,3,6,7,6,6,7,6,7,5,2,3,3,2,1,1,1,5,3,3,2,1,6,4,2,6,5,6,6,6,7,5,6,5,1,1,1,2,2,1,5,2,2,2,3,1,5,6,4,5,5,6,4,6,5,6,6,6,4,4,3,4,2,2,4,6,4,5,3,5,2,5,4,5,4,3,4,4,5,5,2,3,1,1,2,1,2,2,3,2,1,4,4,2,5,5,6,5,6,4,7,5,7,5,7,6,2,7,4,5,2,2,2,7,4,5,2,4,5,5,3,7,6,7,5,1,7,4,1,2,3,1,1,4,2,1,2,1,2,5,4,3,5,5,7,4,"drinking gin  caring about fashion","drink pints  be hardy","someone hit me a slap, i hit them back and got the better of them",21,4," ",9,0,"6",3,8,2,"0",1,1," ",3,1," ",3,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,1,"Irish Australian",1,7,7,7,5,4,2,4,5.91666666666667,2.25,5.33333333333333,1.91666666666667,5.33333333333333,3.83333333333333,3.83333333333333,2.08333333333333,5.66666666666667,3.83333333333333,4.41666666666667,2.41666666666667,5.25,2,1,0,0,0,0,0,0,0,0,1,1,0,2
"552",4,9,1,5,6,5,5,6,5,4,6,5,6,4,6,2,3,1,2,2,2,2,2,3,4,2,1,3,5,5,5,5,7,6,6,7,5,6,6,2,3,3,2,2,3,2,4,4,5,2,3,7,7,6,7,6,6,6,5,7,6,7,6,6,7,6,5,4,3,5,7,6,7,3,2,1,1,2,7,4,1,3,2,3,3,1,1,3,2,3,2,2,3,7,1,1,1,3,2,3,5,3,4,2,3,5,5,3,6,4,3,5,5,5,6,4,4,5,6,3,3,3,4,3,3,3,3,3,6,3,4,3,5,5,6,6,4,5,5,5,6,2,3,5,6,5,5,3,3,4,4,"Appearing feminine / cross-dressing / not having a girlfriend or sex with a woman.","Have sex with a woman / have a girlfriend. I know this sounds crass, but it is genuinely what it feels like one needs to do to be a 'real man'.","I had always felt pretty sub-manly through out my life. My voice isn't very deep, I'm very thin, I lack confidence. The time I felt most manly was when I first kissed a girl. Something about it assured myself of my status as a man.",20,4," ",1,0,"3",3,1,2,"0",1,1," ",3,1," ",0,1,1," ",1,1,0,0,0,0,0,0,0,1,0,0,0," ",5,3,3,5,7,4,2,3,5.25,2.16666666666667,5.5,2.91666666666667,6.33333333333333,5.08333333333333,2.41666666666667,2.5,3.83333333333333,4.41666666666667,3.91666666666667,4.75,3.5,3,3,0,0,0,0,1,NA,2,0,1,1,1,3
"553",4,9,1,5,4,4,4,4,5,6,4,5,6,4,5,1,4,2,3,1,2,1,4,4,4,1,4,4,4,3,6,6,3,5,4,5,3,5,6,2,2,1,1,1,4,3,4,2,3,2,2,7,5,5,7,7,7,5,7,7,7,7,7,5,7,4,5,2,5,2,7,4,5,6,7,1,1,1,5,1,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,6,7,7,7,7,7,7,7,7,7,6,7,3,5,4,2,5,5,6,6,7,6,3,2,2,5,2,2,4,2,2,5,2,3,1,1,1,1,1,1,2,1,1,6,1,2,5,5,6,5,"-","Displayed of physical fitness in sport or physical labour/ heavy lifting at work.","-",21,14," ",5,3,"6",1,0,8,"0",1,1," ",1,1," ",3,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",3,5,5,1,7,4,2,3,4.66666666666667,2.58333333333333,4.5,2.25,6.5,4.91666666666667,1.83333333333333,1,6.83333333333333,5.16666666666667,2.83333333333333,1.58333333333333,5.25,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"554",4,9,1,7,7,7,7,7,7,7,7,7,1,7,7,1,1,1,7,1,1,1,1,1,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,4,7,3,2,7,3,3,2,5,7,5,6,6,5,3,6,5,6,5,6,4,5,2,3,1,2,5,5,1,2,2,5,3,5,6,2,6,5,3,5,6,5,5,6,4,5,1,7,7,7,"Purchasing and using comfortable/feminine products, expensive beauty products,   losing control of your emotions  being indecisive and whiney  crying and public displays of too much emotion","be bossy demanding and overall a dickhead","no specific situation but to restore my manliness I use a lot of curse words and act aggressive",20,1," ",10,10,"3",3,0,8,"0",1,1," ",1,1," ",2,2,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",1,7,1,1,7,4,2,3,6.5,2,6.5,1,6.5,6.5,1,1,4.25,5.16666666666667,3,4.83333333333333,5.5,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"555",4,9,1,5,5,7,4,4,7,2,4,7,4,5,5,1,1,2,1,2,2,1,4,1,3,1,1,6,7,5,7,7,7,7,7,7,6,6,5,1,3,3,2,7,4,4,6,4,5,2,7,5,7,5,7,7,5,7,7,7,7,7,5,5,7,5,4,5,4,7,5,6,5,5,5,4,2,1,3,1,1,1,1,1,3,1,1,4,1,1,3,4,1,3,3,2,3,3,4,2,3,7,5,3,3,2,5,3,3,5,4,6,7,6,4,6,5,7,5,4,2,4,5,1,5,2,3,1,4,1,1,3,1,3,2,7,4,5,5,5,4,7,3,5,5,5,7,1,5,5,3,"Crying, moaning, being a bad loser, acting disloyal","Brashly  Dangerously  Without thinking","Lost a sports event   Lost an argument with a friend in front of my girlfriend     Worked harder on the sports  Took out my anger by starting an argument with my girlfriend later on that day",22,9," ",6,1,"8",1,4,2,"0",1,1," ",1,1," ",0,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",4,5,5,5,7,4,2,3,4.91666666666667,1.66666666666667,6.41666666666667,4,6.33333333333333,5.25,1.66666666666667,2.66666666666667,3.75,5.08333333333333,2.25,5.16666666666667,3.5,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"556",4,9,1,4,5,4,4,NA,4,6,5,4,2,5,4,3,4,2,5,3,4,4,5,4,6,2,2,2,4,6,3,2,4,4,3,3,2,4,2,4,NA,2,3,6,5,4,5,4,4,4,4,5,6,6,5,6,4,6,5,5,6,5,6,6,6,6,6,5,5,7,6,5,6,6,6,3,3,2,4,2,1,1,1,2,4,1,1,2,2,1,2,4,1,7,2,3,2,2,2,4,5,6,4,4,5,4,6,5,4,5,4,6,7,7,7,6,7,7,6,4,6,6,7,3,1,3,2,2,2,1,2,2,6,2,3,6,3,2,2,4,3,4,4,4,2,4,4,6,4,6,1,"The general look at guys is for them to be macho and to be a lad. Now that isn't every guy. But anything that is traditional to being a guy would be consider unmanly.","Trying to get the most amount of girls in a night. Being able to beat someone into a fight. JUst being a stereotypical obnoxious guy.","I coped on that as long as i do right by the people i care about i am a true man.",18,14," ",6,2,"5",3,5,2,"0",1,1," ",1,1," ",0,2,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",1,2,5,2,7,4,2,3,NA,3.66666666666667,3.25,NA,5.41666666666667,5.83333333333333,2.08333333333333,2.5,4.66666666666667,6.33333333333333,2.41666666666667,3.5,4.25,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"557",4,9,1,5,7,4,7,6,7,7,6,6,6,7,5,1,4,1,1,1,1,1,1,2,6,4,2,4,6,1,6,7,7,7,7,7,4,7,6,2,7,4,1,3,7,3,7,2,2,2,2,7,6,5,7,7,7,7,6,5,5,7,7,6,3,3,6,5,4,5,2,5,3,4,7,2,3,4,5,4,1,6,3,4,6,1,2,1,1,2,2,1,1,1,1,1,1,2,1,5,6,4,6,6,7,5,5,5,5,6,4,6,6,5,6,4,5,6,7,5,7,7,5,2,1,1,5,3,4,4,2,1,4,2,3,1,1,2,5,1,2,4,1,3,5,4,2,7,7,5,6," "," "," ",28,6," ",10,0,"3",2,1,9,"1",1,4," ",2,1," ",0,2,2," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",5,7,6,4,5,4,2,3,6.08333333333333,2.08333333333333,5.75,3.5,6.33333333333333,4.41666666666667,3.41666666666667,1.25,5.33333333333333,5.75,2.66666666666667,2.58333333333333,6.25,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"558",4,9,1,6,4,5,3,4,6,3,5,5,4,3,2,2,2,1,2,1,1,3,2,1,2,1,1,3,6,4,7,6,6,5,4,6,5,6,5,3,1,2,3,3,5,2,4,4,2,3,2,6,7,7,7,7,7,6,7,7,7,7,7,6,6,5,6,3,2,5,7,6,2,5,5,2,4,5,5,2,4,7,7,2,4,2,4,2,2,3,1,1,2,1,1,1,2,1,1,5,6,7,6,3,5,6,6,6,5,6,5,5,6,6,6,5,6,5,6,6,5,5,6,4,2,4,2,2,2,2,4,3,7,3,2,7,2,5,5,6,2,4,2,4,6,5,6,5,6,6,5,"expressing fear or being intimidated. Men are 'supposed' to be courageous and act as though they have no fears and are weak if they have any sort of mental health condition such as depression and anxiety.","Be macho and go to the gym and be seen to be with attractive women, i think other men see men as manly when they are intimidated by said man.","My brother used to tell me to man up if i cried when i injured myself playing with him in the garden, this made me feel inadequate. i had to stop crying and continue playing as though nothing had happened inorder to be seen as a male.",18,1," ",8,2,"9",2,0,8,"0",1,0,"I was born here but moved away aged 2 and moved back aged 14",1,1," ",0,1,4," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",3,4,2,1,7,4,2,3,4.16666666666667,1.58333333333333,5.25,2.83333333333333,6.83333333333333,4.83333333333333,4,1.5,5.5,5.58333333333333,3.08333333333333,4.5,5.5,1,1,1,0,1,0,0,0,0,1,1,1,1,3
"559",4,9,1,4,4,4,1,4,4,1,4,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,7,4,4,7,7,4,7,7,4,4,4,4,4,7,4,7,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,4,1,4,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,3,1,1,6,7,7,7,5,5,7,7,5,5,7,7,7,5,7,7,5,7,7,7,4,3,7,7,1,4,4,4,1,1,5,1,1,7,1,1,3,1,5,1,3,1,1,1,5,3,1,1,1,7,7,1," "," "," ",20,1," ",6,NA,"7",2,1,2,"0",1,1," ",1,1," ",2,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",1,4,1,5,7,4,2,3,3.25,1,5.25,4.5,7,6.75,1.75,1.25,6.25,6.08333333333333,2.58333333333333,2.16666666666667,4,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"560",4,9,1,7,5,6,6,6,5,5,6,6,6,4,2,3,4,3,1,1,2,2,7,2,6,4,4,2,3,2,3,4,3,3,5,6,7,5,3,7,3,4,2,2,6,6,7,2,1,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,2,1,2,1,2,1,1,4,1,1,1,1,2,1,1,1,7,7,2,1,2,2,5,7,5,7,4,5,5,7,7,7,6,7,7,7,7,7,7,7,7,7,6,4,7,7,3,1,6,2,5,4,2,1,2,7,1,5,7,3,7,5,5,3,2,4,4,5,7,7,7,3,7,5,"men getting emotional or facing abuse that majority of cases are heard in women's situations are seen as funny and unmanly","nothing, he should not have to prove.","nothing",20,4," ",4,1,"7",3,1,2,"0",1,1," ",1,1," ",0,1,5," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",3,5,7,2,7,4,1,3,5.33333333333333,3.25,3.83333333333333,4,7,7,1.66666666666667,2.33333333333333,6,6.66666666666667,3.25,4.91666666666667,5.5,1,1,1,0,1,0,0,0,0,1,1,0,1,2
"561",4,9,1,5,6,6,5,5,5,5,6,7,7,6,5,2,4,2,4,1,2,2,4,3,4,3,4,3,3,5,7,7,4,6,6,7,4,5,5,2,2,2,1,3,6,4,4,2,3,3,2,5,6,6,6,6,7,5,4,6,7,6,6,4,5,5,5,4,5,7,5,4,4,4,7,3,2,3,5,3,4,3,3,4,5,2,3,3,1,3,3,2,1,2,1,3,3,1,2,3,2,7,7,5,5,6,7,5,6,5,3,3,7,6,4,7,6,6,7,1,5,4,3,6,2,3,6,3,2,5,4,4,5,2,5,5,1,5,3,5,2,5,2,6,6,3,6,1,4,4,4,"crying","down three pints of beamish without puking","get over it",22,4," ",9,2,"5",2,1,2,"0",1,0,"6 months",1,1," ",0,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",NA,6,NA,6,7,4,2,3,5.66666666666667,2.91666666666667,5.16666666666667,2.83333333333333,5.83333333333333,4.91666666666667,3.33333333333333,2.08333333333333,5.08333333333333,4.91666666666667,3.91666666666667,4.08333333333333,3.25,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"562",4,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,7,1,1,1,4,7,7,1,1,1,NA,1,1,1,1,1,1,1,1,1,7,1,1,7,4,1,1,1,1,7,7,7,7,7,7,7,7,6,7,7,7,7,7,5,7,1,1,4,7,6,7,7,6,4,1,1,3,1,1,1,1,3,4,2,7,1,1,1,1,1,1,1,4,1,1,1,1,7,7,5,4,5,7,6,7,6,6,6,7,6,5,7,6,5,3,6,7,7,6,4,5,3,2,2,2,1,1,2,1,1,6,2,2,7,2,1,1,2,1,3,2,1,2,5,7,1,1,7,1,"As a young male growing up in Ireland there a massive amount of toxic masculinity. This mostly includes a drinking culture and if you dont drink so much or to do drugs you can be excilied and another major problem is the ""pulling"" of girls on a night out and the mass amount of sexual harsement men and espically young men do to women in nightclubs and pubs","Drinking excessivly and ""Pulling"" which sometimes as I just stated is sometimes sexual harsment","Personally it doesnt bother me so i would ignore it",18,1," ",10,0,"5",1,0,8,"0",1,1," ",1,1," ",0,2,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",2,4,1,2,7,4,2,3,1,2,NA,2.25,6.91666666666667,5.41666666666667,2.41666666666667,1.25,6.08333333333333,5.58333333333333,2.08333333333333,2.83333333333333,2.5,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"563",4,9,1,5,6,6,5,5,5,5,5,5,5,6,5,2,4,2,2,2,2,3,4,3,3,2,3,6,6,4,5,5,5,5,5,5,4,6,5,4,2,2,2,3,3,2,5,4,5,2,6,6,5,4,5,5,6,5,5,5,5,5,4,6,7,6,6,5,5,6,6,7,7,7,6,3,3,3,3,3,3,4,3,3,4,3,4,3,3,4,4,3,3,4,4,2,4,4,1,3,4,5,5,4,5,4,4,4,4,5,5,4,4,6,6,6,5,5,5,4,5,4,4,3,3,3,3,4,3,4,3,4,3,5,5,5,7,6,6,6,5,5,5,7,6,5,7,1,4,4,1,"putting on make up (like lip stick)","agree to fight someone","I don't know if I ever did anything to restore a sense of manhood, but I remember being told Snow White was a ""girls movie""when I was humming a song from it when I was 6. I still like the movie and all.",18,3," ",9,1,"6",2,2,9,"0",1,1," ",1,1," ",2,1,3," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",4,3,5,3,7,4,2,3,5.25,2.66666666666667,5.08333333333333,3.33333333333333,5,6.16666666666667,3.25,3.25,4.33333333333333,4.83333333333333,3.58333333333333,5.83333333333333,2.5,1,1,1,0,1,0,0,0,0,1,1,1,1,3
"564",4,9,1,4,4,6,4,5,4,3,5,4,4,5,5,2,3,2,2,3,2,2,3,3,3,3,4,4,3,2,5,6,5,5,4,5,5,6,6,3,3,3,3,2,4,2,5,4,4,3,3,6,7,6,6,7,6,6,6,7,6,6,7,6,6,5,5,4,5,4,5,5,7,6,5,4,3,3,5,3,4,2,1,2,3,2,3,3,2,1,2,2,1,6,3,3,4,2,2,3,7,7,6,7,5,6,7,5,7,6,6,5,7,5,5,6,6,6,7,4,6,5,6,4,2,2,3,2,4,2,1,1,3,3,3,3,3,4,2,3,2,2,2,5,5,4,2,1,3,2,2,"Being very submissive and weak","Show that he has control or power over others around him"," ",19,2," ",5,2,"6",3,7,2,"0",1,1," ",1,1," ",0,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",2,6,7,6,7,4,2,3,4.41666666666667,2.66666666666667,4.66666666666667,3.25,6.33333333333333,5.25,2.91666666666667,2.58333333333333,6,5.66666666666667,2.5,3.08333333333333,2,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"565",4,9,1,1,1,1,1,1,1,1,1,1,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,3,1,3,3,7,3,3,3,3,5,5,5,7,5,7,5,7,5,5,7,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,6,3,1,1,5,1,1,1,5,3,6,5,6,6,3,5,6,5,7,6,1,5,2,1,1,2,5,5,2,1,1,6,5,3,5,3,5,6,2,1,5,6,6,7,7,5,1,7,5,2,"wearing feminine things, make-up, skirts, dresses, wigs  talking about emotions/crying","be aggressive and generally cunty"," ",20,1," ",10,4,"4",3,0,8,"0",1,1," ",1,1," ",2,2,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",1,5,1,1,7,4,2,3,1.5,7,1.5,7,7,3.16666666666667,5.66666666666667,1,2.75,5.08333333333333,2.83333333333333,4.83333333333333,3.75,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"566",4,9,1,4,5,5,4,4,4,4,4,6,4,4,4,2,2,2,2,2,3,2,3,2,1,3,3,4,4,5,5,6,5,5,5,5,5,5,6,3,3,2,2,2,3,3,3,3,5,3,2,6,6,5,7,6,5,7,6,6,6,5,6,6,5,4,5,4,5,4,6,5,5,6,6,3,2,2,3,3,3,3,2,3,3,2,3,2,2,2,2,2,2,5,2,2,4,3,2,6,5,2,5,4,4,4,6,4,5,5,7,5,6,4,2,6,5,1,4,NA,4,5,4,3,3,3,4,5,3,5,2,4,6,3,6,2,2,2,6,2,2,3,3,5,6,3,4,3,6,4,5,"Being a bad person. Acting tough and bossy.","Help others in need. Support people, they care about. Be there when friends and family need help.","Failed to help a friend, due to my own self-interests at the time. Made time to help them later and support them.",22,1," ",5,5,"5",3,0,8,"0",1,1," ",1,1," ",0,1,2," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",2,4,1,3,5,4,2,3,4.33333333333333,2.25,5,2.83333333333333,5.91666666666667,5.08333333333333,2.66666666666667,2.5,4.75,NA,3.91666666666667,3.33333333333333,4.5,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"567",4,9,1,4,4,4,4,5,4,4,4,4,5,4,3,3,4,2,4,4,2,2,4,4,4,4,4,4,5,5,4,6,6,4,4,5,4,4,4,4,4,3,3,2,4,2,4,4,6,3,2,5,6,6,6,7,6,6,6,7,7,6,6,7,6,7,7,5,6,6,7,6,5,6,6,1,2,1,1,1,1,3,1,1,4,3,1,2,2,2,1,2,2,7,6,3,4,1,4,4,5,6,5,3,3,4,4,4,6,5,5,7,5,6,6,3,6,7,6,6,3,5,6,1,2,2,3,2,3,2,2,3,5,4,2,6,2,4,1,4,3,2,5,5,4,2,5,4,1,6,1,"Not being into G.A.A  Introverted  Following the rules, usually in secondary school  Hanging out with a girl in a small group in platonic ways at a younger age","Being an arse  Acting 'tough'  Trying to pick fights  Telling jokes or making fun of people  Over drinking","I personally have never felt that situation before. I have grown up around women my whole life, having only my dad and a family friend's son, the closest thing I have to a brother, as masculine figures in my life. For that reason, I have never felt like anything I've done is either 'not manly' or feminine, barring one instance when I was four and my sisters forced me to wear a dress.",19,3," ",8,4,"2",2,4,2,"0",1,1," ",1,1," ",0,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",3,5,1,4,7,4,2,3,4.08333333333333,3.41666666666667,4.58333333333333,3.41666666666667,6.16666666666667,6.16666666666667,1.66666666666667,3,4.5,5.5,2.58333333333333,3.58333333333333,3,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"568",4,9,1,5,5,6,6,6,5,5,5,6,5,5,5,2,3,2,2,2,2,3,3,3,4,3,2,5,5,6,7,7,6,7,7,7,5,7,6,2,1,2,2,2,2,2,2,3,2,1,3,6,7,4,6,5,6,5,7,6,5,6,5,5,6,4,4,5,3,3,6,5,6,4,5,5,1,1,3,4,5,3,1,2,4,2,3,2,2,4,2,2,2,1,1,3,2,2,2,5,7,6,6,5,5,6,5,5,5,6,5,5,6,5,5,5,4,5,6,5,6,6,5,3,4,2,3,2,6,3,2,3,4,4,3,2,2,2,4,3,1,3,2,2,4,1,3,4,2,3,3,"Crying","Be loud and boisterous is what most people expect but I think that being kind and helpful and gentlemanly to others makes a better impression.","Not feeling confident in a room full of people. Improve self confidence.",20,0,"Maths and Physics",7,3,"9",1,7,1,"0",3,5," ",2,1," ",0,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",2,5,5,5,5,4,2,3,5.33333333333333,2.58333333333333,6.25,2,5.66666666666667,4.66666666666667,2.83333333333333,2.08333333333333,5.5,5.25,3.25,2.41666666666667,3,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"569",4,9,1,5,4,4,3,4,4,5,4,4,4,4,4,2,2,3,3,2,3,2,3,3,3,1,2,4,3,3,5,5,5,5,4,6,5,5,5,3,3,3,3,3,4,4,5,4,4,3,4,5,7,4,7,5,5,4,7,6,5,7,6,7,7,7,7,5,7,7,7,7,7,7,7,1,1,3,6,3,2,1,4,4,3,1,2,4,1,4,4,3,1,4,1,1,4,4,4,7,7,6,6,6,7,6,7,7,4,7,7,5,7,3,7,3,7,7,4,5,2,5,4,4,3,6,6,5,4,6,7,6,7,6,6,3,4,4,1,1,2,1,4,1,5,2,5,4,3,7,1,"Expressing emotions is typically feminine ways such as crying and sobbing.    Behaving immature for their age, being stubborn etc.","Be understanding of others’ points of view and acting as a rational human","I cannot recall feeling unmanly, this is not to say I do not act as society would consider ‘femininely’ it is just that when I do, I do not feel any less of a man.",21,3," ",5,5,"8",3,0,9,"0",1,3," ",1,1," ",0,2,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",4,4,1,1,7,4,2,3,4.08333333333333,2.41666666666667,4.58333333333333,3.58333333333333,5.66666666666667,6.83333333333333,2.58333333333333,2.91666666666667,6.41666666666667,4.91666666666667,5.5,2.75,3.75,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"570",4,9,1,6,4,7,4,5,5,5,5,4,7,4,4,3,3,3,3,1,3,2,3,4,3,3,3,5,5,5,5,5,5,7,6,7,5,7,5,2,4,2,5,2,4,4,5,3,4,2,6,6,6,6,6,6,6,6,6,5,7,7,7,5,4,5,5,3,5,6,6,3,5,5,6,3,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,1,2,2,1,3,7,6,7,7,6,5,6,6,4,7,6,7,3,6,2,5,2,5,4,5,3,6,6,5,6,6,5,4,3,6,5,6,3,6,3,4,2,2,4,2,3,2,2,1,1,6,1,4,6,5,4,6,"Sitting for a piss, being controlled by your partner/spouse.","Go through a hard patch without complaining.","Getting lifts from my parents still.",20,2," ",5,4,"4",3,0,8,"0",1,0,"lived abroad for 2 years when I was young",3,1," ",0,2,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",4,5,5,5,6,4,2,3,5,2.83333333333333,5.58333333333333,3.58333333333333,6.16666666666667,4.83333333333333,2.25,2.08333333333333,6.16666666666667,4.33333333333333,4.75,2.5,5.25,1,1,1,0,1,0,0,0,0,0,1,1,1,3
