"id","partcoun","colcoun","con","deagen_1","deagen_2","deagen_3","deagen_4","deagen_5","deagen_6","deagen_7","deagen_8","deagen_9","deagen_10","deagen_11","deagen_12","decom_1","decom_2","decom_3","decom_4","decom_5","decom_6","decom_7","decom_8","decom_9","decom_10","decom_11","decom_12","dedom_1","dedom_2","dedom_3","dedom_4","dedom_5","dedom_6","dedom_7","dedom_8","dedom_9","dedom_10","dedom_11","dedom_12","deweak_1","deweak_2","deweak_3","deweak_4","deweak_5","deweak_6","deweak_7","deweak_8","deweak_9","deweak_10","deweak_11","deweak_12","preagen_1","preagen_2","preagen_3","preagen_4","preagen_5","preagen_6","preagen_7","preagen_8","preagen_9","preagen_10","preagen_11","preagen_12","precom_1","precom_2","precom_3","precom_4","precom_5","precom_6","precom_7","precom_8","precom_9","precom_10","precom_11","precom_12","predom_1","predom_2","predom_3","predom_4","predom_5","predom_6","predom_7","predom_8","predom_9","predom_10","predom_11","predom_12","preweak_1","preweak_2","preweak_3","preweak_4","preweak_5","preweak_6","preweak_7","preweak_8","preweak_9","preweak_10","preweak_11","preweak_12","selfconagen_1","selfconagen_2","selfconagen_3","selfconagen_4","selfconagen_5","selfconagen_6","selfconagen_7","selfconagen_8","selfconagen_9","selfconagen_10","selfconagen_11","selfconagen_12","selfconcom_1","selfconcom_2","selfconcom_3","selfconcom_4","selfconcom_5","selfconcom_6","selfconcom_7","selfconcom_8","selfconcom_9","selfconcom_10","selfconcom_11","selfconcom_12","selfcondom_1","selfcondom_2","selfcondom_3","selfcondom_4","selfcondom_5","selfcondom_6","selfcondom_7","selfcondom_8","selfcondom_9","selfcondom_10","selfcondom_11","selfcondom_12","selfconweak_1","selfconweak_2","selfconweak_3","selfconweak_4","selfconweak_5","selfconweak_6","selfconweak_7","selfconweak_8","selfconweak_9","selfconweak_10","selfconweak_11","selfconweak_12","preman_1","preman_2","preman_3","preman_4","maleprepro_text","reman_text","unman_text","age","maj","maj_text","famroles_1","famroles_2","subsosta","areagrow","re_1","re_2","child","cit","mi_1","mi_1_text","mi_2","gen","gen_text","ed","marstat","sexor","sexor_text","eth_whitecaueu","eth_eastapais","eth_southa","eth_blackafa","eth_censouthaf","eth_armideastnorthaf","eth_abnafirstna","eth_southahislat","eth_carsouthis","eth_cana","eth_noid","eth_none","eth_oth","eth_oth_text","femid","masid","genid","polor_1","polor_2","atcheck_1","atcheck_2","atcheck_3","deagen","decom","dedom","deweak","preagen","precom","predom","preweak","selfconagen","selfconcom","selfcondom","selfconweak","preman","eth_sum","eth_sumex","justwhitecaueuid","eth_justloc","eth_white","eth_nonwhite","eth_multi","eth_di","eth_tri","sexor_di","atcheckper_1","atcheckper_2","atcheckper_3","atcheckper_sum"
"178",4,8,1,7,7,7,4,1,7,7,4,1,7,7,4,1,7,1,1,7,1,1,4,7,1,1,7,7,7,7,7,1,7,7,7,7,1,1,1,1,7,4,1,1,7,7,7,1,1,4,1,5,7,7,5,5,5,5,7,5,7,6,6,5,6,6,5,4,5,5,5,5,6,5,5,2,2,1,2,2,3,3,2,3,2,1,2,4,2,2,4,4,2,6,4,4,5,4,2,5,7,7,5,4,5,5,6,4,7,6,5,4,5,5,5,3,5,5,6,5,2,4,3,6,6,5,5,4,4,4,2,4,5,2,4,6,2,4,4,4,2,5,4,4,5,4,3,3,4,7,5,"Bullying to another individual","Act in a right and manly manner","Just continued to be myself",18,0,"Accounting",4,4,"7",2,4,2," ",1,1," ",1,1," ",0,1,1," ",1,0,0,1,0,0,0,0,0,0,0,0,0," ",1,7,7,6,7,4,2,3,5.25,3.25,5,3.5,5.83333333333333,5.16666666666667,2.08333333333333,3.58333333333333,5.5,4.33333333333333,4.25,3.91666666666667,4.75,2,2,0,0,0,0,1,NA,2,0,1,1,1,3
"179",4,8,1,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,4,4,5,1,5,6,6,4,5,4,4,6,5,3,3,3,5,4,4,3,4,4,5,3,3,4,6,5,6,6,6,6,6,6,6,6,5,5,6,5,6,2,4,5,6,5,6,6,5,3,5,3,4,2,4,3,3,2,3,3,3,2,2,4,3,2,2,6,2,4,5,5,2,3,3,2,5,4,4,2,5,3,4,6,3,5,6,5,6,5,5,5,6,2,6,6,6,2,2,1,2,1,1,2,2,2,2,2,2,2,2,6,4,3,3,5,2,5,6,6,3,2,5,4,3,"Idk","Be dominant","I don't know",18,9," ",8,1,"8",1,1,8,"0",1,1," ",1,1," ",0,1,2," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",5,6,2,4,4,4,2,3,4.25,3.5,4.58333333333333,3.66666666666667,5.66666666666667,5.08333333333333,3.16666666666667,3.25,3.66666666666667,5.25,1.75,3.91666666666667,3.5,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"180",4,8,1,5,5,7,4,4,6,7,4,4,6,4,4,4,2,3,3,2,2,2,2,4,4,2,4,2,2,2,6,6,4,4,4,6,4,4,4,4,2,4,1,4,3,3,6,4,1,1,3,4,6,7,7,7,6,6,7,7,6,7,5,6,5,5,5,3,2,5,4,5,5,4,5,3,1,1,1,1,1,3,2,4,5,4,2,2,1,2,1,1,2,4,4,1,1,1,3,5,6,6,6,5,5,5,5,5,7,5,3,4,3,4,3,4,3,3,4,3,4,3,3,5,2,1,5,3,1,4,2,3,6,4,4,3,1,3,1,6,1,5,3,3,3,1,4,5,5,7,3,"Be homosexual","Be strong","No comment",19,9," ",8,4,"6",2,4,2,"0",1,1," ",1,1," ",2,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",1,6,5,3,7,4,2,3,5,2.83333333333333,4,3,6.25,4.5,2.33333333333333,1.91666666666667,5.25,3.41666666666667,3.33333333333333,2.83333333333333,5,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"181",4,8,1,6,5,6,5,6,5,5,6,5,6,5,6,3,3,2,2,2,2,2,4,3,3,2,4,5,6,7,6,5,5,5,7,6,5,5,5,2,3,2,5,3,4,5,4,3,2,3,2,7,7,5,7,7,7,7,7,6,7,6,6,5,5,4,6,5,4,6,6,5,5,5,5,3,1,1,3,3,4,2,2,1,3,1,1,1,1,2,2,1,1,6,1,1,3,6,1,5,7,6,6,4,5,5,5,5,7,6,7,5,6,7,6,4,7,6,5,5,5,6,6,1,2,2,3,1,5,1,1,1,4,3,3,1,4,4,2,3,3,5,4,1,5,5,3,3,6,5,2,"Too agreeable","Stand up for himself","Being part of a play.   Went for a run",18,9," ",8,6,"5",3,0,2,"0",1,1," ",1,1," ",2,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",1,5,3,2,4,4,2,3,5.5,2.66666666666667,5.58333333333333,3.16666666666667,6.58333333333333,5.08333333333333,2.08333333333333,2.16666666666667,5.66666666666667,5.66666666666667,2.25,3.33333333333333,4,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"182",4,8,1,5,5,5,4,3,6,5,5,5,4,4,4,1,1,1,1,1,1,1,4,4,4,3,1,7,6,2,7,7,6,5,7,7,6,7,6,3,3,3,3,2,5,3,2,4,5,5,2,5,6,4,7,6,7,7,7,7,6,7,7,6,6,4,5,3,4,7,7,5,6,7,7,3,5,2,5,2,3,3,2,1,4,1,1,1,1,2,2,1,1,1,1,1,3,3,2,5,2,5,7,6,5,5,4,2,4,6,5,4,7,3,2,1,7,2,5,6,5,7,3,2,5,4,5,1,6,3,4,2,5,5,7,1,2,1,1,5,5,2,1,5,1,5,2,2,7,5,1,"Unmanly to be ""emotional"" e.g cry over nothing but a bad day","Take responsibility","When I said ""uww Skittles"" 10secs ago. I did nothing because I don't care about feeling manly, since I know I'm a man",19,9," ",7,1,"5",3,0,8,"0",1,1," ",3,1," ",0,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",1,6,6,1,6,4,2,3,4.58333333333333,1.91666666666667,6.08333333333333,3.33333333333333,6.33333333333333,5.58333333333333,2.66666666666667,1.58333333333333,4.66666666666667,4.33333333333333,4.08333333333333,2.58333333333333,3.75,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"183",4,8,1,5,5,6,3,4,6,5,5,5,6,5,5,2,2,1,1,2,2,1,4,2,4,2,4,4,5,2,5,7,5,6,6,6,4,5,5,1,2,2,2,2,6,6,5,2,4,2,4,5,6,4,5,6,5,6,5,5,6,6,5,6,6,6,7,4,6,6,6,6,7,5,7,4,3,1,3,2,1,3,1,3,3,3,2,2,3,2,3,3,2,6,2,3,3,4,2,4,4,3,3,5,3,4,4,4,2,4,5,4,4,4,5,3,3,5,5,3,5,4,5,2,3,1,3,2,3,2,2,3,6,1,2,4,3,4,4,5,4,4,2,5,2,5,2,4,7,6,3,"Wearing women's clothes","Go to the gym, get involved in sport","Didn't do anything",19,9," ",5,5,"6",2,1,2,"0",1,1," ",1,1," ",2,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",1,7,3,4,5,4,2,3,5,2.25,5,3.16666666666667,5.33333333333333,6,2.41666666666667,2.91666666666667,3.75,4.16666666666667,2.5,3.66666666666667,5,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"184",4,8,1,7,6,6,6,5,5,5,7,6,6,6,7,2,3,1,2,3,2,3,5,2,2,2,2,5,5,5,7,6,7,5,7,5,5,6,6,3,2,3,2,2,3,2,2,2,3,3,2,7,6,6,6,7,6,6,6,6,5,7,6,7,6,7,7,6,6,7,3,4,4,4,7,3,2,2,6,2,6,6,6,2,4,2,3,3,1,2,3,2,1,2,1,2,2,2,2,5,6,7,7,6,5,7,7,5,7,7,7,4,4,4,3,5,3,4,5,2,3,3,4,1,4,4,6,3,7,5,6,5,5,3,4,5,2,2,1,2,1,1,1,2,3,3,3,6,6,5,7,"Be more feminine","Try and lead.","0",20,9," ",5,0,"3",3,2,2,"0",1,1," ",1,1," ",2,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",4,7,6,7,5,4,2,3,6,2.41666666666667,5.75,2.41666666666667,6.16666666666667,5.66666666666667,3.66666666666667,1.91666666666667,6.33333333333333,3.66666666666667,4.41666666666667,2.16666666666667,6,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"185",4,8,1,4,4,5,4,4,4,4,4,4,4,4,4,2,4,3,3,3,3,3,4,2,4,4,4,4,4,3,4,4,4,5,5,5,5,4,5,3,4,4,4,4,4,4,6,4,4,4,4,5,6,6,5,5,4,5,5,5,5,5,6,5,5,4,5,4,5,4,4,4,5,5,5,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,5,1,1,5,5,1,1,4,1,6,5,7,5,5,7,5,5,5,7,5,7,3,5,3,4,3,4,5,5,4,5,5,5,3,4,3,4,3,3,4,3,3,5,4,3,2,1,2,5,2,2,2,4,4,5,3,2,4,1,5,3,"Bullying or being abusive towards others","Treat everyone fairly","When I got into a fight",19,9," ",10,0,"7",3,7,2,"0",1,1," ",1,1," ",0,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",1,6,6,5,4,4,2,3,4.08333333333333,3.25,4.33333333333333,4.08333333333333,5.16666666666667,4.58333333333333,1.08333333333333,2.25,5.75,4.25,3.5,2.83333333333333,3.25,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"186",4,8,1,4,4,5,4,4,5,4,4,5,5,4,5,3,3,3,2,2,2,3,3,2,6,4,5,5,5,2,5,6,4,5,4,7,3,5,4,2,4,4,4,3,4,3,7,4,3,4,3,5,7,5,5,6,5,4,6,6,5,6,7,6,6,6,6,6,5,6,6,5,7,5,7,3,1,4,5,4,1,4,4,5,3,2,3,2,1,2,2,2,2,1,4,3,3,2,2,5,5,5,5,2,3,5,4,3,7,5,4,6,6,7,6,6,5,6,6,4,5,5,5,3,2,2,2,2,2,2,4,4,3,2,2,5,3,5,4,5,3,4,4,4,5,4,5,5,2,5,3,"Not protecting their partner if there was a fight","No comment","No comment",18,9," ",8,1,"8",1,2,2,"0",1,1," ",1,1," ",0,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",1,5,5,2,7,4,2,3,4.41666666666667,3.16666666666667,4.58333333333333,3.75,5.58333333333333,5.91666666666667,3.25,2.16666666666667,4.41666666666667,5.58333333333333,2.5,4.25,3.75,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"187",4,8,1,4,4,6,4,5,5,4,4,6,6,4,5,4,3,2,2,2,2,3,4,3,4,3,3,2,5,4,5,3,5,4,4,5,4,5,4,3,2,3,2,2,3,3,2,4,4,4,2,4,6,5,4,5,4,3,5,7,5,5,7,5,6,3,4,2,3,3,5,3,5,7,6,4,3,3,4,2,5,3,3,4,2,1,3,1,1,1,2,2,1,2,1,2,2,3,2,4,4,4,3,3,4,3,4,4,6,4,5,5,5,4,5,3,4,5,6,5,4,3,5,4,4,3,3,2,2,3,2,2,4,3,2,5,3,4,5,3,3,4,4,5,3,5,6,2,4,4,2,"Expressing their feelings","Join a tough sport like rugby","Used to do dancing joined rugby",19,9," ",8,2,"6",2,2,2,"0",1,1," ",1,1," ",0,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",2,5,1,2,5,4,2,3,4.75,2.91666666666667,4.16666666666667,2.83333333333333,5,4.33333333333333,3.08333333333333,1.66666666666667,4,4.5,2.83333333333333,4.16666666666667,3,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"188",4,8,1,7,6,5,5,7,7,7,5,7,4,4,4,3,3,1,4,1,1,3,1,4,4,2,1,5,7,1,7,7,4,7,6,7,1,1,7,1,1,1,1,1,1,4,1,1,4,3,1,7,7,7,7,7,7,7,7,6,7,7,7,4,7,5,7,4,3,5,6,6,7,5,7,4,4,3,4,1,1,2,2,3,1,1,1,1,1,1,1,1,1,7,1,1,4,5,1,7,6,7,5,5,6,5,6,5,7,5,7,6,5,5,5,4,3,6,7,5,6,5,6,4,4,3,3,3,4,3,4,4,3,3,4,1,2,2,2,2,2,7,1,4,4,4,1,2,2,1,5,"Wearing feminine clothing","Act responsibly","Fight back",19,9," ",8,8,"6",2,1,2,"0",1,1," ",1,1," ",0,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,1,"I’m",1,6,7,5,3,4,2,3,5.66666666666667,2.33333333333333,5,1.66666666666667,6.91666666666667,5.5,2.25,2.08333333333333,5.91666666666667,5.25,3.5,2.66666666666667,2.5,2,1,0,0,0,0,0,0,0,0,1,1,1,3
"189",4,8,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,7,7,1,1,7,7,1,7,7,7,1,7,7,7,1,7,7,7,1,1,1,1,1,1,7,7,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,5,6,6,6,5,5,5,6,5,6,6,6,5,6,5,6,2,5,6,5,4,5,5,5,5,4,3,4,4,3,2,4,2,5,2,3,5,2,2,3,3,1,3,6,2,2,3,2,1,1,1,1,"Walking around in a dress thinking somehow and some way you're born a girl and GOD made a mistake. INSANITY!!!","Nothing, if you're a man, you're a man.","If you're born a man, YOU ARE A MAN, otherwise you need help.",20,9," ",10,5,"7",3,0,2,"0",1,1," ",1,1," ",0,1,1," ",0,0,0,0,0,0,0,0,0,0,0,0,1,"I'm half Chinese, half Irish",1,7,1,1,6,4,2,3,7,5,5.5,2.5,5,4.75,2.33333333333333,2.33333333333333,5.58333333333333,4.91666666666667,3.41666666666667,2.83333333333333,1,1,0,0,0,0,0,0,NA,NA,0,1,1,1,3
"190",4,8,1,5,4,7,5,7,7,5,5,4,6,6,5,2,2,3,2,3,1,2,4,1,5,1,5,6,7,1,6,4,2,5,6,5,6,7,5,4,6,4,7,7,6,4,4,4,4,4,2,7,7,6,7,7,7,7,7,7,7,3,7,7,7,6,7,5,5,7,7,5,7,7,7,4,1,3,7,7,6,4,5,6,4,4,3,1,1,5,1,1,3,7,3,1,7,1,5,7,5,7,5,7,6,4,4,7,5,7,6,4,5,5,7,2,5,7,5,5,6,7,4,5,2,4,6,4,4,5,4,6,2,5,4,6,5,5,5,3,5,1,6,2,4,3,4,6,3,6,4,"Harassing people","Fight","Crying",18,9," ",5,5,"7",3,5,2," ",1,1," ",1,1," ",2,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",7,6,7,4,6,4,2,3,5.5,2.58333333333333,5,4.66666666666667,6.58333333333333,6.41666666666667,4.5,3,5.83333333333333,5.16666666666667,4.25,4.08333333333333,4.75,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"191",4,8,1,4,3,5,3,5,5,4,3,3,5,4,5,2,3,3,2,3,3,2,2,3,3,2,2,3,5,5,5,5,6,5,6,5,5,6,5,3,6,2,3,3,5,3,6,3,3,3,3,5,5,4,6,4,4,5,5,5,5,6,5,5,6,6,6,5,6,5,5,5,6,6,6,4,1,1,3,3,1,2,1,3,3,1,1,2,2,3,2,3,2,1,2,1,3,2,2,4,5,3,5,4,4,4,4,4,4,5,5,4,5,5,5,5,5,4,4,3,3,4,5,3,4,3,3,3,2,3,3,3,6,3,1,3,2,4,2,3,4,5,2,3,4,2,3,5,7,5,5,"Men should be more open when it comes to discussing their emotions.  Men shouldn't feel threatened by increasing women's equality","He would not do anything as trying to prove that you're a real man for others approval is less manly than just being yourself","Enjoying the film Love Actually. Restored my manhood by owning the fact that I liked the film",19,9," ",5,5,"5",2,0,9,"0",1,1," ",1,1," ",0,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",2,3,2,4,5,4,2,3,4.08333333333333,2.5,5.08333333333333,3.58333333333333,4.91666666666667,5.58333333333333,2,2.08333333333333,4.25,4.33333333333333,3.08333333333333,3.08333333333333,5.5,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"192",4,8,1,3,4,4,3,4,4,4,3,4,6,5,4,4,3,3,3,3,3,2,4,3,4,3,4,5,5,5,5,5,5,5,4,5,5,5,5,3,3,3,3,3,5,3,6,5,3,3,3,6,6,6,3,5,5,6,6,6,6,5,6,6,6,6,6,4,6,5,6,7,6,6,6,4,2,1,4,1,1,1,1,1,1,1,2,2,1,3,5,2,1,6,3,4,1,3,2,5,6,5,5,6,5,6,3,4,5,5,6,6,7,7,7,6,7,5,5,7,6,7,6,3,2,2,3,4,3,3,3,2,1,2,3,3,2,2,6,2,1,4,3,3,4,5,3,5,5,4,5,"X","X","X",19,9," ",8,5,"7",3,2,2,"0",1,1," ",1,1," ",3,2,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",3,5,6,4,4,4,2,3,4,3.25,4.91666666666667,3.58333333333333,5.5,5.83333333333333,1.66666666666667,2.75,5.08333333333333,6.33333333333333,2.58333333333333,3.16666666666667,4.75,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"193",4,8,1,4,6,3,3,7,7,3,4,3,5,3,3,5,4,4,3,5,5,3,5,2,4,4,3,4,3,1,4,3,2,1,4,5,1,4,5,5,5,2,2,3,5,4,4,5,5,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,5,4,5,6,6,5,6,6,6,4,5,4,6,5,5,5,5,6,5,4,5,3,2,4,6,3,7,5,4,7,4,5,6,5,2,3,2,3,3,2,2,3,5,4,3,3,6,2,5,"i wouldn't know"," I dont know","i dont know",18,9," ",5,5,"6",2,0,10,"0",1,1," ",3,1," ",0,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",1,4,4,5,3,4,2,3,4.25,3.91666666666667,3.08333333333333,3.83333333333333,4,4,4,4,5.5,4.91666666666667,4.66666666666667,3.08333333333333,4,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"194",4,8,1,5,4,6,5,4,5,5,4,6,4,4,5,3,3,2,3,2,3,3,4,5,4,2,4,4,5,4,7,7,5,5,7,7,4,5,5,3,4,5,3,2,4,5,4,4,5,5,4,7,7,5,6,7,6,5,7,7,5,5,6,4,5,4,5,3,4,5,6,6,6,4,6,4,2,3,5,2,3,3,4,7,3,2,2,6,1,4,2,1,2,5,2,2,7,5,2,4,5,3,5,4,5,5,4,4,5,5,5,5,6,5,6,3,4,6,7,4,7,4,6,2,2,2,3,2,4,2,2,2,4,2,2,5,4,4,4,4,5,4,2,5,5,5,5,5,5,6,5,"Coward, not take care of family and lazy/not ambitious","Competitive","Idk",19,9," ",7,3,"6",3,0,8,"0",1,2," ",3,1," ",3,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",2,5,3,2,6,4,2,3,4.75,3.16666666666667,5.41666666666667,4,6.08333333333333,4.83333333333333,3.33333333333333,3.25,4.5,5.25,2.41666666666667,4.33333333333333,5.25,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"195",4,8,1,4,4,5,4,5,4,3,5,5,5,5,5,3,3,3,3,2,3,3,6,3,4,3,4,3,5,4,3,5,5,3,3,3,4,4,4,3,4,2,3,4,3,6,2,4,2,3,2,4,5,5,3,5,3,5,4,5,5,5,3,3,5,4,5,4,5,3,4,4,5,3,3,3,5,4,5,4,5,3,5,4,5,4,4,4,4,5,4,4,3,5,3,4,5,5,4,5,5,5,5,5,6,6,5,4,4,6,7,3,4,2,4,2,4,5,5,4,4,4,5,5,4,3,4,2,5,3,5,3,3,2,3,2,3,2,4,3,2,3,4,2,4,5,2,2,5,5,2,"N/A","N/A","N/A",19,9," ",7,3,"6",3,2,2,"0",1,1," ",1,1," ",0,2,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",2,5,3,3,6,4,2,3,4.5,3.33333333333333,3.83333333333333,3.16666666666667,4.33333333333333,4,4.25,4.16666666666667,5.25,3.83333333333333,3.5,3,3.5,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"196",4,8,1,5,5,6,4,5,5,4,5,6,5,4,5,4,4,2,4,2,2,3,5,4,4,4,4,4,5,3,6,7,5,5,5,5,4,5,4,1,2,2,1,2,4,2,5,3,5,3,4,6,4,4,4,6,4,5,6,5,5,5,5,5,5,5,5,5,4,6,4,4,7,6,5,4,3,3,5,4,4,4,4,4,4,3,3,1,1,4,1,1,2,1,2,2,2,2,1,6,5,5,6,5,6,5,5,4,3,5,5,5,6,5,7,3,5,5,6,4,5,6,5,4,4,5,4,3,5,3,5,3,5,3,4,3,2,4,4,2,2,3,2,3,4,3,3,4,3,4,1,"Cross dressing","Go to the gym","Starting in the gym",19,9," ",8,2,"6",2,0,8,"0",1,1," ",1,1," ",2,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",1,7,7,2,6,4,2,3,4.91666666666667,3.5,4.83333333333333,2.83333333333333,4.91666666666667,5.08333333333333,3.75,1.66666666666667,5,5.16666666666667,4,2.91666666666667,3,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"197",4,8,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,4,3,4,3,4,3,4,4,4,5,4,4,4,6,4,4,4,4,4,3,3,4,4,2,7,4,4,5,3,7,7,6,7,6,7,6,7,7,7,7,6,7,7,7,7,7,7,7,5,7,7,7,7,1,1,1,1,4,1,1,1,1,4,1,1,2,1,1,1,1,1,2,4,2,1,1,2,6,7,7,6,6,6,4,6,5,6,6,6,6,6,6,6,4,5,6,5,6,6,5,6,3,3,1,2,4,1,3,1,3,6,2,1,5,1,3,2,2,2,6,3,3,4,1,4,6,5,7,4,"Society has always required men to be ‘manly’. A man who is open about hurt or pain is often considered weak or looked down upon. This makes it impossible for them to share feelings - in my opinion this has a strong corellation with the fact that there is higher rates of suicide in males than in females.","Men are often expected to look masculine, proove their strength and prove their ability to look after a family (or a woman).","Never felt this. Im not concerned with the opinions of others",19,9," ",10,0,"8",2,5,2,"0",1,2," ",3,1," ",0,2,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",2,6,4,2,7,4,2,3,4,3.33333333333333,4.16666666666667,3.91666666666667,6.66666666666667,6.83333333333333,1.5,1.58333333333333,5.91666666666667,5.58333333333333,2.5,3,5.5,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"198",4,8,1,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,3,3,4,3,4,4,4,1,4,4,4,5,4,5,4,5,4,5,4,3,3,4,6,4,4,5,4,4,4,5,7,7,7,5,7,7,7,5,5,7,5,5,5,7,5,4,4,7,7,4,3,4,7,7,4,2,2,1,2,2,1,1,3,1,1,2,1,4,3,3,1,3,1,2,5,4,1,5,7,5,6,5,7,5,7,6,5,5,7,3,4,5,6,5,5,5,3,5,2,5,7,6,4,4,4,3,4,5,3,2,5,1,1,7,2,5,2,3,3,2,1,3,5,3,4,1,1,7,4,"Crying","Jump off a cliff","No comment",18,9," ",5,4,"7",3,7,1,"0",1,1," ",2,1," ",3,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",4,2,4,5,6,4,2,3,4.08333333333333,3.66666666666667,4,4.16666666666667,6.16666666666667,5.16666666666667,2.25,2.5,5.83333333333333,4.58333333333333,3.5,3.33333333333333,3.25,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"199",4,8,1,5,5,7,3,5,6,6,4,5,5,4,3,1,4,2,2,1,2,2,4,3,4,4,4,5,6,3,7,7,6,5,6,6,4,5,6,4,1,4,3,3,4,2,3,4,4,3,3,6,4,6,5,7,7,6,5,7,6,7,6,7,7,4,6,5,4,5,6,6,6,5,6,3,4,3,6,2,5,4,2,4,2,1,2,3,2,3,1,1,1,3,2,2,2,6,2,1,7,7,6,3,5,7,7,5,3,6,5,5,2,5,6,5,5,6,5,2,6,3,6,5,5,2,5,1,6,2,2,2,6,4,3,7,3,6,2,6,2,3,4,7,6,3,4,2,2,5,3,"Insecurity","Be aggresive","N/a",19,9," ",9,0,"8",2,3,2,"0",1,1," ",1,1," ",0,1,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",1,7,7,5,5,4,2,3,4.83333333333333,2.75,5.5,3.16666666666667,6,5.58333333333333,3.16666666666667,2.33333333333333,5.16666666666667,4.66666666666667,3.58333333333333,4.41666666666667,3,1,1,1,0,1,0,0,0,0,0,1,1,1,3
"200",4,8,1,7,5,7,4,7,7,4,4,5,5,4,4,3,4,1,4,1,1,2,4,6,3,1,3,3,5,3,7,7,4,4,4,7,5,5,5,4,4,4,3,4,4,3,4,3,4,2,2,7,7,6,7,7,5,5,5,6,7,5,5,4,6,4,5,2,2,4,5,6,5,4,6,2,4,3,4,4,1,1,1,2,4,3,4,4,1,1,1,1,1,1,2,1,1,1,1,6,7,6,4,6,4,5,6,4,5,5,5,4,5,5,6,5,4,5,4,5,7,3,4,5,3,2,4,4,6,3,1,4,5,5,3,5,2,5,1,1,2,2,3,2,2,2,2,1,2,4,2,"Creative hobbies","no comment","no comment",20,9," ",7,4,"5",1,1,9,"0",1,1," ",1,1," ",2,2,1," ",1,0,0,0,0,0,0,0,0,0,0,0,0," ",1,5,6,6,7,4,2,3,5.25,2.75,4.91666666666667,3.41666666666667,6,4.41666666666667,2.75,1.33333333333333,5.25,4.75,3.75,2.41666666666667,2.25,1,1,1,0,1,0,0,0,0,0,1,1,1,3
